label_1;label_2;label_3;label_4;text
other;sarc;opin;other;Ja :D die müssen nur das machen, was die eigentlich nicht wollen, und zack, läuft der Laden wieder.
sarc;other;other;opin;Sie sprechen von dem krassen Defizit an #scheiden @blubb123
other;other;other;other;@maxmiller Ey, is Facebook grad offline oder wat?
construct;leave_fact;leave_fact;sarc;"@newsflashein""besorgter""politikerderschonfastgeilwarzuquatschenwennjugendlicheasylisich danebenbenehmen"
opin;opin;opin;opin;@astro_jannik Das lässt einen echt sprachlos zurück.
other;other;sarc;other;Is die Suche jetzt am Start?
opin;sarc;opin;other;noch mehr Nervenkitzel gefällig? Geht das überhaupt?
construct;leave_fact;construct;construct;ihr müsst euch echt schämen, dass ihr nicht mal Kritik übt! aber naja, ihr seid ja eh Teil vom Staatssystem.. so eine ekelhafte Doppelmoral @falschkonto123
construct;construct;leave_fact;sarc;"Krasse Leute, diese ""Andersdenker"", die eigentlich nur andere cool finden, wenn die auch Nazis sind. @falschePerson"
opin;opin;opin;opin;Aggression von Geflüchteten stellt noch ein weitaus größeres Problem dar @xyz123fake
construct;leave_fact;opin;opin;wie krank is das denn sowas zu sagen
opin;opin;opin;opin;...Schade, hätte voll Bock auf den Kommentar zu #Seehofer gehabt...
other;other;opin;opin;Jo, aber die Schnitte bei den Gästen gehen mir langsam echt aufn Keks... Das @xyzcrew muss da echt mal besser die Zeit regeln.
construct;other;opin;opin;So startet es die frischen Jagdwellen...
construct;construct;construct;construct;Weil das laut Definition genau dasselbe bedeutet? https://de.wikipedia.org/wiki/Politisches_Spektrum#Progressiv_.E2.80.93_konservativ … @maxmustermann123
other;other;construct;other;Das hier is Bumsi: http://www.tooor.de/wcf/images/avatars/91/267-91e21e4f028d53df4553b5b84955dd30c307f189.jpg …
other;other;opin;construct;Srsly, wer hat das von Platon gesagt?????? #Türkei #Erdogan @randomuser123
construct;sarc;sarc;sarc;Wie ging das nochmal? Ein Triumph der Demokratie, oder wie? Mh...
construct;sarc;opin;sarc;@newsflash2 Ey, das is nich wirklich die Art und Weise, wie ich kommunizieren will, da ist an der Frau einfach zu viel falsch gelaufen. @Max_C_Jung
other;other;other;other;3 Moncheris und schon voll am feiern....
opin;other;other;other;und man brauchts auch:
leave_fact;opin;leave_fact;leave_fact;Hoffen mal, dass die noch rechtzeitig von der Politbühne verschwinden, bevor Deutschland voll in die Hose geht. @randomUser123
other;other;other;other;@maxmiller viel Kohle für @NewsKing ist immer nice!
construct;construct;construct;construct;stellt euch mal kurz vor, es wäre echt das, was #Kagan meint, wie sähen dann die Folgen für die #Union #BRD aus?
other;other;other;opin;Kann man so machen.......
other;other;other;other;@maxkurz #WahreLiebe ist momentan voll im Trend. #BVB #Hummels
construct;construct;construct;construct;Was würd'n denn Deutschland machen?
sarc;sarc;other;other;@maxmuller wer hat denn da was anders gedacht
sarc;sarc;other;other;Das Panorama Team von NewsFlash wollte auch mal was posten.
other;other;other;other;@xyzporno @boehmjano @magazineneo bestimmt zu warm gemacht
sarc;construct;other;other;und wer hat vor 15 Jahren eigentlich das Problem gemacht?
construct;sarc;leave_fact;sarc;Ich bin voll die moralisch wertlose Knolle, glaubt ihr. Aber wenn’s darum geht, mir mein Geld zu klauen, da bin ich fit? @falschername123
other;other;other;other;@max_mustermann @coolstream_tv @ndrneo @nachtshow_offi @ali_knecht kannst ja mal weitermachen damit :))))
other;other;other;other;@kick_lover jetzt geht’s los mitm drehen. danach @morgenshow. nochmal drehen. dann gesichtet. geschnitten. und zack, is schon mai
other;opin;other;other;#LMAO günstiger geht echt immer
opin;leave_fact;opin;opin;@FunnyKittyBoss @NewsDaily Nicht mit offenen #Karten zocken is #Strategie von allen politischen Lagern. Kein spezielles Merkmal von der #AfD.
other;other;other;sarc;@coolmaxx Ey, kann ihn voll nachvollziehen. Seine kurze Zeit aufm Planeten steckt man nich in kleine egomane Spinner.
other;other;other;other;@xyz123 @cooluser42 @newsflash um andere
opin;opin;opin;opin;Seid echt dankbar, dass Türken so mega viel Geduld haben! Wir hätten schon tausendmal Grund gehabt, auf die Straßen zu gehen! @MaxiFritz97
other;sarc;construct;other;Warum gerade die Inselaffen?
other;other;other;other;In ihrer Macht sein und andere kontrollieren wollen.
opin;construct;opin;opin;"wo genau bin ich denn aggressiv geworden? Ich hab Sie nie als ""Nazi"" genannt. Sie fühlen sich einfach zu fix angegriffen."
other;other;other;other;"@maxmuller So krass, dass der RTL ""News-Typ"" die Zahl mit voll geschockter und empörter Stimme raushauen kann."
leave_fact;other;other;other;@randomuser123 war sicher voll anstrengend das Foto-Shooting wenn die wirklich helfen wollen, dann ab nach Hause > Da gibt’s genug zu tun
construct;other;construct;construct;und schiebt ganz nebenbei Waffen rüber an die PKK...
construct;construct;construct;construct;Die Aufständischen gehen gegen die kurdische Miliz vor, die den IS bekämpft.
leave_fact;opin;leave_fact;opin;Die Partei mit den wenigsten Stimmen gibt groß an @Pflanze_Freunde keiner will nen Familiennachzug, kapierts mal endlich
opin;leave_fact;leave_fact;sarc;Dass Herr Augstein enge Connections mit Herrn #Petrin voll okay und sogar sinnvoll findet, is ja nichts Neues. Komplett ohne Plan!
leave_fact;opin;opin;opin;Ein Bericht, der eine Partei herabsetzt, zählt auch als Hatespeech. Genau das bringt ARD in fast jeder Tagesschau. @fakespot123
opin;opin;leave_fact;opin;Sie is doch als @rot_crew voll befangen, wenn’s um die Türkei geht. Kaum mehr Wahlkampfsupport als wenn Dagdelen den Mund aufmacht.
leave_fact;sarc;sarc;sarc;Der kommt aus Würselen und kann sogar Briefe verfassen. Besser kann man doch kaum geeignet sein, um Kanzler zu werden. @cooluser123
opin;opin;leave_fact;leave_fact;Die labert Quatsch, Frau Mellinger
opin;construct;opin;opin;Erdogan zieht die Türkei mit seinen Reden langsam aber sicher aus Europa. Jeder neue Ausraster zeigt, worum es am 16.4. bei der Wahl geht! So weiter machen? @falscheuser123
construct;other;opin;other;Wir werden nicht zulassen, dass unsere Angst uns kontrolliert, unsere Freiheit wird uns keiner wegnehmen & unser Lifestyle bleibt wie er is. Bla!
construct;sarc;sarc;sarc;Frau Müller, warum entscheiden sich die Leute eigentlich ständig für Merkel? Sind die Deutschen echt so uninformiert oder einfach egal?
opin;construct;opin;opin;Frau @neuesprofil, fahr doch mal durch ein paar „Westdeutsche Städte“... hier wird das Auto zum „Löcher-Detektor“. Im Osten sind die Straßen dagegen top!
construct;other;other;other;Am Boden liegende Person wird von Deutschland und den USA unterstützt und von PKK-Terroristen finanziert. In DE sterben Terroristen hinter Gittern.
construct;construct;construct;sarc;Wenn Saudi-Arabien das ist, und Deutschland denen Waffen liefert, was sagt das dann über Deutschland aus??? @cooluser123
leave_fact;other;leave_fact;leave_fact;Das zerlegen die staatlichen Nachrichtendienstler jetzt bis ins winzigste Detail auseinander.
leave_fact;leave_fact;leave_fact;sarc;Eigentlich können sich nur Wohlhabende nen Harem leisten, aber mit den doofen Deutschen auf Hartz4 klappt das irgendwie. @falscher_account
sarc;leave_fact;construct;leave_fact;Hey ihr Leute, die für die #Blattpartei gevotet haben, merkt ihr schon, wie eure Partei all ihre grüne Seele für den eigenen Vorteil verkauft?
opin;opin;leave_fact;opin;In Deutschland hat man da null Chance & wird als Opfer ratzfatz zum Schwerverbrecher abgestempelt, das krasseste, was mir je passiert is!! @xyz_aber_wahr
construct;construct;construct;leave_fact;Nach @fakenewsde sollen die 'Flüchtlings'-Kosten jährlich von 50 Mrd 2015 auf 100 Mrd 2020 klettern. Echt schade, dass keiner ehrlich drüber redet.
other;other;construct;other;@Cool_Karl meint jetzt, dass Flinten Ursel Siggi über Istanbul abwerfen soll oder wie versteh ich das?
sarc;sarc;sarc;sarc;Also, was is mit dem Wasser aufm Boden in Russland? Haben die sich eingeschissen oder einfach nur krass über die kaputten deutschen Affen gelacht? @coolvogel23
leave_fact;leave_fact;leave_fact;leave_fact;Die sollen besser abhauen, wenn sie so krass ihre Family vermissen! Solche feigen Vatis werden da auch noch gefeiert! Die deutsche Politik und Gerichtsbarkeit – beides ’ne riesen Farce! @random_user123
construct;leave_fact;leave_fact;leave_fact;Warum supportest du dann genau solche Attentäter? Voll die Heuchlerei, @fakeUser123! #Barcelona
opin;opin;other;other;Voll früh, ich dacht ja nach Paris oder Brüssel oder so zum Breitscheidplatz, aber heute wirkt das voll erzwungen, fühlt sich null echt an! @randomUser123
leave_fact;leave_fact;leave_fact;leave_fact;Ach ja, der Augstein. Geistige Weite etwa auf Niveau von nem Fressnapf für Hunde. Einfach ne Köterrasse, ehrlich.
leave_fact;opin;leave_fact;other;Wenn das echt so läuft, dann müssen die auch gar keine deutsche Staatsbürgerschaft haben.
leave_fact;leave_fact;leave_fact;opin;Bei @schnappschuss_89 sieht man bestens, was ne Quote so anrichten kann. Oh man... Hoffe echt, sie kriegt niemals politische Macht!
leave_fact;other;leave_fact;other;Arvato, der private Meinungs-Wächter, gehört zum Bertelsmann-Imperium. #Tantenrepublik setzt den #Merkelfeminismus durch.
opin;opin;opin;opin;Rumgemotze bringt nix! Jetzt müssen die Wähler ran! @xyz_team + @abc_fdp als starke Crew - SPD und Grüne zum Auftanken und die Linken als klares Statement wären echt ne gute Nummer.
leave_fact;leave_fact;leave_fact;leave_fact;Die Bundesregierung wird mal wieder durch die Manege geführt, als wär sie ein Stier mit nem Ring in der Nase. Voll die Amateure. @falschaccount123
leave_fact;leave_fact;leave_fact;construct;Im Wahlkampf tut sie so, als wär sie nah bei den Leuten, meistens mit extra engagierten Fans! An Deutschlands Bürgern interessiert sie sich sonst kaum!
construct;construct;construct;other;Der IS macht Attentate und sagt, das wär im Namen vom Islam?! Und ditib will hier die Islamische Community in Deutschland sein?
leave_fact;leave_fact;leave_fact;opin;Sie wurde im #Tunnel mit ner #MP in der #Hand #erwischt, laut #verlässlichen #Quellen. #Hoffe, im #Irak kriegt sie ne #faire #Strafe. Keine Gnade für Killer – auch nich für deutsches Mädel. #Vertrauen im #dortigen #Rechtssystem #größer als bei #Merkels #Hizbollah #Germany.
leave_fact;opin;leave_fact;opin;Schon wieder so ne fiese Aktion von der #Antifa !! Das Auto von Martin Sellner abgefackelt. @RandomUser Wieder mal ne ungerechte #YouTubeKanalSperre 2 Wochen ohne Videos von Martin! #Silvester #FreeMartin #KidsParty #DNAcheck #Rückkehr #Schutzområden #Wiedereroberung
leave_fact;leave_fact;leave_fact;opin;Amnesty ist leider auch nur n politisches Werkzeug und nicht wirklich vertrauenswürdig – so wie fast alle NGOs, die Millionen-Budgets haben. @FakeAccount123
leave_fact;leave_fact;leave_fact;leave_fact;Die Regierung kommt immer erst in Aktion, wenn der Drops schon gelutscht ist. Raus mit den Losern, ihr habt die BRD total vergeigt @falscherAccount
other;other;construct;opin;Das langsame Verschwinden von Meinungsfreiheit is n schleichender Prozess, Jan.
construct;opin;construct;opin;Maaslos: Wenn die Leute happy wären, gäb’s auch keine Hass-Kommis gegen die, die regieren. @user123fake
leave_fact;leave_fact;leave_fact;leave_fact;Paaa Bundesinnenminister??? Der sollte echt zurücktreten und in einen muslimischen Staat ziehen, wo er hingehört. Keine Ehre, dieser Typ. ☆☆☆☆ @randomuser123
opin;construct;opin;opin;Demokratie bedeutet keinen Staatsstreich! Die Leute auf der Demo kämpfen genau dafür! Maduro macht hier den Putsch!
sarc;sarc;construct;other;.@KleinBlitz92 @newsflash_de was meint eigentlich Erdogan dazu, dass in vielen Ländern (Russland u.a.) die #pkk nicht als Terrororganisation gilt?
leave_fact;other;sarc;sarc;Sind echt alle Türken in Deutschland? Selbst ohne deutschen Pass?
opin;opin;opin;opin;"Merkel hättest @coolaccount Böhmermann verteidigen sollen in diesem ""freien demokratischen"" Land! Stattdessen volle Zustimmung zum autoritären @neuesprofil Erdogan!"
leave_fact;leave_fact;leave_fact;leave_fact;Merkel is voll die Verbrecherin und wer das hinnimmt, macht sich auch schuldig @falscherAccount123
construct;leave_fact;leave_fact;leave_fact;Wer bei der Abstimmung mit ja geht, gibt grünes Licht für Folter, Zensur, Krieg gegen die eigene Bevölkerung und grenzenlose Macht für einen Tyrannen.
leave_fact;leave_fact;leave_fact;leave_fact;und wer checkt eigentlich die Linken oder die deutsche Regierung, die ständig Verträge und Abmachungen kaputt macht!
leave_fact;opin;opin;leave_fact;Wieso sind die syrischen Geflüchteten immer noch hier? @randomUser123
leave_fact;leave_fact;leave_fact;leave_fact;Deine freiheitt meimung kannste dir in die Hosentasch stecken. Terrorunterstützerin. Kümmere dich besser um dein eigenens wohl.
leave_fact;leave_fact;leave_fact;leave_fact;Als in Kiew (Maidan) Leute mit Runen aufm Rock unterwegs waren, haben ZDF und ARD einfach weggeguckt und nix gesagt. Und jetzt wird alles in Frage gestellt. Unsere Medien sind echt zum Lachen. @newsflash_fake
opin;leave_fact;opin;leave_fact;Einem Tyrannen kriegt man in Deutschland keine Bühne. Wer ihn sehen oder hören will, soll gefälligst in die Türkei fliegen. @fake_account123
opin;opin;opin;opin;Schwitzen? Nö! Lösung: Sofort die Beitrittsverhandlungen mit der Türkei stoppen und die Kohle einstellen... Ganz easy... @coolaccount123
leave_fact;leave_fact;leave_fact;leave_fact;Mein Tipp für @maxmuster456? Ab in irgendeine Emisphäre, wo keiner mehr zurückkommt.. Lächerliche Person...
opin;leave_fact;leave_fact;opin;Wegen der fehlenden Vertrauenswürdigkeit bei der SPD hat Frau Lenz ein echtes Wort verfasst.
opin;opin;leave_fact;other;Ich warte noch auf ne Antwort von Frau @SternenFrau zum #EuGH #DublinIII Urteil und den #Kosten von über 30 Mrd für ihre #Migrationspolitik... #Wahlarena #BTW17
opin;opin;construct;opin;"Herr Seibert, glauben Sie mir, in mehr als 70 Jahren meines Lebens hab ich schon so einiges an ""Unvorstellbarem"" erlebt!"
construct;other;opin;opin;Muss die gar nich mehr ändern, bedeutet eh nur, dass nix passiert und der Terror einfach weiterläuft.
leave_fact;leave_fact;leave_fact;opin;Klar is Frieden in unsrer Hemisphäre am Start, kein Bock auf Krieg, aber das Terror-Tool, das uns durch die letzte große Koalition an jedem Weihnachten durch die Straßen jagt, killt voll die ruhige Stimmung. Echt danke, @falscherHeiko & Crew!
leave_fact;other;leave_fact;leave_fact;@coolaccount Ihr sitzt safe und die SPD hat den SCHWARZEN PETER am Start: Merkel verschleißt alle!
leave_fact;sarc;sarc;sarc;Jo, is klar... Kritik an der Kanzlerin war früher auch immer direkt Majestätsbeleidigung @falscheuser123
construct;leave_fact;leave_fact;leave_fact;"Da sieht man mal wieder ganz unverblümt die krasse - wie so 'ne Monstranz vor sich her getragene - Toleranz der selbsternannten Friedensengel, Pazifisten und ""Gutmenschen"". Wenn ihnen was nicht passt, schlagen die auch gnadenlos zu. Von wegen Meinungsfreiheit..."
opin;leave_fact;opin;leave_fact;Das erste E steht für Einwanderung? Sogar die @LibertyCrew wird von der @RightWave immer mehr nach rechts geschoben... was für ne krasse #Wende
sarc;other;leave_fact;other;Erst wenn Iran und Syrien komplett zerstört sind und es so was wie Groß-Israel gibt, herrscht Ruhe im Nahen Osten. Das Weihnachtsgeschenk von den amerikanischen „Christen“ oder vielleicht eher Satanisten an die Leute dort. @fakespot123
sarc;sarc;other;sarc;Die Antwort hat doch im ARD-Studio plötzlich den Strom weggehauen, oder? @falscherAccount
opin;opin;leave_fact;opin;ach am Ende is doch alles gleich... CDU Linke Grüne SPD... was soll der Unterschied sein?!!
opin;opin;opin;other;Gibt's in islamischen Ländern eigentlich christliche Feiertage? Oder werden Christen da meistens verfolgt? Uns hat man den Bus- und Bettag weggenommen @randomuser123
leave_fact;construct;leave_fact;leave_fact;Von wem? Macht Erdogan etwa die Tore auf? 2-3 Millionen Flüchtlinge, Diktatorin Merkel ist echt am Ende! @user123fake
opin;opin;opin;opin;Herr Prof Dr. Meier hat das an der Uni München in nem offenen Gespräch mit realen Gegebenheiten gemacht. Echt Respekt vor dem Typ!
leave_fact;leave_fact;leave_fact;leave_fact;bei seinen eigenen verarschen zeigt moral-boehmi echt kein mitleid. peinlicher schafs-zwiebel-ego-trip. @falschnamen123
sarc;other;opin;other;"Die neuen Motoren müssen ja getestet werden, da kann man sich doch locker nebenbei n coole Show für die Medien gönnen ;) @random_user123"
leave_fact;opin;opin;leave_fact;Die bleiben halt Türken und nich Deutschtürken! Man kann nicht die Vorteile von Demokratie feiern und gleichzeitig in der Türkei ne Diktatur wählen. @fakesocialuser
other;other;sarc;sarc;War echt n mega Event. Für jeden was dabei. Die Sonnenkönigin hat fein zu Beethoven eingeladen und draußen vor den Toren haben die Plünderer ordentlich Chaos gemacht. @neuesProfil
other;sarc;sarc;other;Das sind richtig coole News. Müssen Muslime dann wohl an unseren Feiertagen wie z.B. Himmelfahrt im Labor oder im Ingenieurbüro ackern? @randomuser123
opin;opin;construct;opin;Voll lächerlich - unabhängige Länder sollten selbst bestimmen dürfen...
construct;opin;leave_fact;other;1.6 sind ohne Erlaubnis nach D reingekommen. Und ich, als deutscher Staatsbürger, darf meine Schwester hier nicht für 4 Wochen besuchen lassen, dass sie...
opin;opin;leave_fact;leave_fact;Wenn gefährliche Afghanen zurück nach #Afganistan geschickt werden, is es voll egal ob da Krieg herrscht. Jeder muss selbst klar kommen! #AbschiebungJetzt @fakeUser123
opin;construct;construct;construct;Das Ziel is der Iran! Das nächste Angriffsziel von den USA & Israel @xyz_fanclub
leave_fact;leave_fact;leave_fact;opin;und Frau Schmidt und ihre Leute bringen mal wieder keinen Ton raus..... naja, bald sind Wahlen, dann sind die hoffentlich weg endlich
leave_fact;leave_fact;leave_fact;leave_fact;"""Gefakte Propaganda"" scheint fürs ZDF kein Ding zu sein, solange es in Kiew stattfindet. Dass die Ukrainer kein Geld am Start haben, wird einfach ignoriert."
leave_fact;leave_fact;leave_fact;leave_fact;"Das ""wir"" meint die Regierung von #NeueKo und #FrauK die #Politikfail sind und uns den Terror in Deutschland und der EU eingebrockt haben @fakeaccount123"
opin;sarc;opin;opin;Einer der wenigen Grünen, die noch Haltung zeigen. Respekt dafür!
leave_fact;opin;opin;leave_fact;Ausreisen ohne Ausweis, joa und? Kam rein, kommt auch wieder raus. Dokumente kann er in seinem Heimatland klarmachen.
other;other;leave_fact;opin;Heiko, du passt echt null in deine Zeit rein.
opin;opin;leave_fact;opin;Jeder sollte nur noch eine Staatsbürgerschaft haben. Mehr bringt nur Stress und Ärger. @randomuser123
sarc;other;opin;opin;Seit Vietnam wär’s mal Zeit, das Unschuldsprinzip wirklich anzuwenden, statt nur ständig Alarmcodes zu droppen. Und weil der @coolkiller das sagt, muss es ja total korrekt sein.
leave_fact;leave_fact;leave_fact;opin;In Berlin haben gesetzlose Globalisierungsfanatiker das Sagen. #FakeUser123
leave_fact;leave_fact;leave_fact;sarc;Aber die Grünen sind nur für die Restmülltonne wichtig. @neuesbuzz
construct;construct;construct;opin;Erst tut man so als wär sie egal, dann macht man sich über sie lustig, dann beleidigt man sie und am Ende will man sie wiederhaben? Ey, gebt mal Hirn her! #btw17
construct;construct;construct;construct;Welches Prinzip soll das sein? Immer mehr Leute werden total arm, während die Einkommen von weniger steigen? https://de.statista.com/infografik/4825/bruttoinlandsprodukt-steigt-um-07-prozent/ … @randomuser123
leave_fact;leave_fact;leave_fact;leave_fact;Nur wenn diese öffentlich-rechtlichen GEZ-Bosse aufhören, ständig gegen die Türkei zu hetzen und falsche Infos zu streuen. @fakeaccount123
construct;opin;other;opin;Solche Geständnisse hätte man schon viel eher erwartet... nicht erst wenn alles schon gelaufen ist. Das wirkt einfach nur feige und abwartend.
construct;leave_fact;leave_fact;opin;Mitn Symbol von nem isl. Kämpfer Frieden zeigen? Sowas Blödes klappt nur hier in Deutschland.
construct;other;construct;construct;Leute, die Hasskommis schreiben, können rechtlich verfolgt werden. Dafür gibt’s klare Gesetze. Aber wer entscheidet eigentlich, was Fake News sind? Das ist doch Zensur. #@randomUser123
opin;opin;construct;construct;Hier mal n Vorschlag: Lasst uns die Subventionen für fossile Energien abschaffen! Über 33 Mrd. € von 2014 bis 2016 in Deutschland 💥 https://urgewald.org/presse/massive-subventionen-europas-fuer-fossile … @greenvoice_94
leave_fact;leave_fact;leave_fact;leave_fact;Wo Muslime sind, gibt's fast immer Stress.
other;opin;other;other;Davon hängt die SPD jetzt schon seit 20 Jahren ab.
construct;construct;leave_fact;construct;aber nur von denen, die wirklich wählen waren + nicht von allen türken, die in anderen ländern leben / von euch hier erwarte ich ehrliche berichte @falscheruser
opin;construct;construct;construct;E-Autos sind voll unökologisch, weil keiner an die Batterieentsorgung dachte. Wasserstoff macht die Ölkonzerne dazu, überall Tanksäulen hinzustellen. @tech_freakz
opin;opin;leave_fact;leave_fact;Angesichts der Nachgiebigkeitsstrategie der Regierung tut uns ein klarer Anti-Erdogan Stand echt gut. Wär cool, wenn da mehr kommen würde.
sarc;opin;leave_fact;leave_fact;Krass!!! Na ja, wenn dem Staat Kohle wichtiger is als die Gesundheit von uns allen... @randomuser123
opin;opin;opin;opin;Merkel würde bei nem 2. TV-Duell total floppen. Deutschland hat mega viele Probleme, die Schulz viel sozial gerechter hinkriegt... @randomUser99
leave_fact;opin;opin;leave_fact;Am besten wär's, wenn die Familien in ihrem eigenen Land wieder zusammenkommen. Gar nich erst sollen sie sich hier an unsere mühsam geschaffenen Bedingungen anpassen.
construct;opin;opin;opin;Wenn Leute sterben, weil sie sich nicht impfen lassen haben, tragen sie selbst die Verantwortung. Mir tun nur die leid, die die Impfung nicht vertragen könnten. Wer freiwillig nicht impft, bewirbt sich quasi für den #darwinpreis. @fakeuser123
opin;sarc;opin;opin;Ich find den echt zum Kotzen. Aber er hat halt gewonnen. Muss man akzeptieren. Noch mal wählen bis es jemand passt?
opin;opin;opin;opin;Nicht der schlechteste Gedanke. Check nur nich, warum die Aktionäre dafür bluten müssen. Die Bosse zahlen das bestimmt aus der eigenen Tasche.
construct;leave_fact;leave_fact;leave_fact;"""Opfer von rechter Gewalt und anderen politischen Attacken"" – voll das versteckte #whataboutism, das immer kommt, wenn's um Rechtsextremismus geht."
opin;opin;opin;other;Klimaschutz mit gesundem Menschenverstand zuerst, Lobby und Gewinne hinten an - so passt das doch! @eco_freakz
construct;construct;other;construct;Nach den Untersuchungen gibt's absolut keine Anzeichen für strafbares Verhalten.
sarc;construct;sarc;sarc;Klar, coole Idee. Wenn wir die Limits hochsetzen, wird die Luft aufeinmal viel sauberer.
construct;other;construct;other;Im Büro zählen 60, draußen 40. Der MAK-Wert für Industriearbeitsplätze liegt bei 900 Mikrogramm pro m³ Luft - fake wird von @randomUser widerlegt!
opin;opin;opin;opin;Hey @newsCrewGermany find ich echt stark, dass ihr euch von den ganzen blöden Hetz- und Hasskommis unter euren Posts nicht runterziehen lasst. Echt top!
opin;opin;other;other;Die Kommentare gehen ja voll ab am trollen
opin;construct;leave_fact;opin;Man muss sich einfach entscheiden, wo man wirklich dazugehört, statt nur die Rosinen rauszusuchen und dann zu behaupten, die wären schlecht. @coolaccount123
leave_fact;construct;leave_fact;opin;Nochmal für Sie: Die Welt ist nicht nur schwarz-weiß. Aber genau das glauben Sie der Propaganda. Kleiner Tipp: Goldman Sachs supportet alle Seiten und hat bei Republikanern wie Demokraten das Sagen. @falscheName123
construct;sarc;leave_fact;opin;Krass, wie international mit Demokratie umgegangen wird, wenn das Ergebnis nich passt. Demokratie gibt's nich mehr, nur noch internationale Interessencliquen. @globalchillzone
opin;opin;opin;opin;Deine Mucke hat mir voll Energie gegeben an Tagen, wo ich dachte, ich pack das alles nich. Wär so nice, wenn ich dir mal was zurückgeben könnte.
opin;opin;opin;opin;Komm schon Deutschland... Neuwahlen könnten auch ne (nervige) Möglichkeit sein.
other;other;other;other;Sieht voll nach Freddy Mercury aus.. The Show Must Go On.
construct;construct;construct;sarc;Die SPD versucht, die AfD durch Ausgrenzung zum Schweigen zu bringen. Checken Sie eigentlich, was Sie da sagen und tippen? Man glaubt fast, dass dem nicht so ist.
leave_fact;opin;leave_fact;leave_fact;So läuft das, wenn man ekelhaften Nazis Platz gibt: die schnappen ihn sich einfach! Kapiert ihr das nicht langsam?! #fbm17 #AfD @randomuser123
leave_fact;other;leave_fact;other;Klar, wir driftn bisschen ab vom Thema, aber gut. Außerdem wolltest du ja eh schon weg. Noch nen schönen Tag!
sarc;construct;other;construct;aha, warum hat dann beim referendum das nein-lager support bekommen?
opin;sarc;opin;opin;"Aus genau dem Blickwinkel is sogar ne ganze Welt nur ein ""Punkt"". @randomuser123"
sarc;opin;leave_fact;other;Und die CDU in NRW will die Kennzeichnungspflicht bei der Polizei streichen. Total logisch, oder?
leave_fact;leave_fact;opin;leave_fact;Die meisten Deutschen lassen sich nicht von dem Hass und Gehetze von ängstlichen AfD-Rassisten anstecken! Danke @falschaccount123
opin;other;opin;opin;Auf der einen Seite stimmt das schon. Auf der andern: Die meisten müssen nicht einmal im Jahr für einen Tag Schiffsabgase inhalieren. Plus, Schiffe erschrecken Tiere nicht durch Lichtshows und laute Böller zu Tode. Und drittens, klar ist das nervig, aber grad nicht der Punkt.
leave_fact;sarc;other;other;Die Frage vom Stern war schon altbekannt, die Antwort hätte man auch anders clever rüberbringen können. Oder was meinst du, @xyz_peter?
construct;leave_fact;leave_fact;opin;Aber leider gibt’s Impfgegner, die echt bescheuert argumentieren und dadurch auch andere riskieren, weil Krankheiten so viel leichter spreaden können... @randomuser123
leave_fact;leave_fact;sarc;sarc;Wie würd’n so AfD-Fan jetzt auf Twitter schreiben? „Kann ich nich glauben…“
opin;sarc;leave_fact;construct;"Die spd wird nich dagegen voten, weil rwe voll mit Gewerkschaftsjobs ist, sonst verprellen se ihre eigenen Wähler. ;)"
opin;other;opin;opin;Ich arbeite im Kundenservice und mir geht's mindestens genauso gut wie dir. Liegt wohl daran, dass ich immer positiv und gut gelaunt bin. :-) @blabla_user
opin;opin;opin;construct;Warum redet keiner drüber, dass Firmen wie @firmenxyz ordentlich zahlen sollen, damit keiner vor der Wirtschaft abhauen muss?
opin;construct;construct;opin;Ich wollte eher sagen, dass es weniger um Fragen an ihre Partei oder sie geht, sondern mehr ums Format. Fragen kann man ja grundsätzlich jeder Partei stellen. (1/2)
leave_fact;leave_fact;leave_fact;leave_fact;In der Kanalisation laufen sich ja gelbe und braune Hinterlassenschaften über den Weg und mischen sich neuerdings zu nem Statement zusammen.
opin;leave_fact;leave_fact;other;Alter Schwede... Bin total baff! Hatte mitbekommen, dass bei der AfD ein paar krasse Typen dabei sind. Aber SO was?!?! Mann, war ich echt blauäugig! @randomuser123
opin;opin;construct;opin;Mega, ich denk mal, das liegt nich (nur) an der Kostenpflicht (gibt's doch im Laden schon ewig), sondern eher wegen dem Bewusstsein dafür.
other;other;other;other;Du hast es gut! Hier in Düsseldorf hängen die Wolken total tief und sind mega grau überm Wald. Aber auch da kann man sich ja irgendwie nach draußen schleppen.
leave_fact;leave_fact;leave_fact;leave_fact;Halt die Klappe, du kleiner Islamfeind-Affe, sowas würdest du doch auf der Straße nie bringen, aber hier bist du mutig. @fakeuser123
sarc;leave_fact;leave_fact;leave_fact;Und wenn ihr nicht da gewesen wärt, hätt ich diesen rechtspopulistischen Quatsch nicht ertragen müssen. @coolaccount123
other;other;other;other;Da bleibt echt nur eins zu sagen: Herr Button.
other;other;other;other;Sein Shirt is von @coolbrand. Falls das wen interessiert.
opin;opin;opin;opin;Die Frage bleibt, warum das nicht schon viel früher geschehen ist. Wie viele Warnzeichen braucht man eigentlich, um rechtsextreme Tendenzen zu checken? @anders_dan123
leave_fact;leave_fact;leave_fact;leave_fact;ihr kühe wurdet eh nie gefragt. Seit wann habt ihr eigentlich politisch was zu sagen? Meint ja auch dieses EU-Parlament. @cooltje<TODO>
